Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000028736	ENSMUSG00000028736.14	Pax7	ENSG00000009709	PAX7	ENSP00000403389	1	ortholog_one2one
ENSMUSG00000047528	ENSMUSG00000047528.14	Flacc1	ENSG00000155749	FLACC1	ENSP00000376086	1	ortholog_one2one
ENSMUSG00000039232	ENSMUSG00000039232.13	Stx11	ENSG00000135604	STX11	ENSP00000356540	1	ortholog_one2one
ENSMUSG00000044906	ENSMUSG00000044906.7	4930503L19Rik	ENSG00000166845	C18orf54	ENSP00000477654	1	ortholog_one2one
ENSMUSG00000032890	ENSMUSG00000032890.18	Rims3	ENSG00000117016	RIMS3	ENSP00000361769	1	ortholog_one2one
ENSMUSG00000078348	ENSMUSG00000078348.5	Sf3b5	ENSG00000169976	SF3B5	ENSP00000356541	1	ortholog_one2one
ENSMUSG00000020096	ENSMUSG00000020096.22	Tbata	ENSG00000166220	TBATA	ENSP00000400224	1	ortholog_one2one
ENSMUSG00000085793	ENSMUSG00000085793.4	Lin52	ENSG00000205659	LIN52	ENSP00000451812	1	ortholog_one2one
ENSMUSG00000022833	ENSMUSG00000022833.8	Ccdc14	ENSG00000175455	CCDC14	ENSP00000386866	1	ortholog_one2one
ENSMUSG00000024959	ENSMUSG00000024959.15	Bad	ENSG00000002330	BAD	ENSP00000309103	1	ortholog_one2one
ENSMUSG00000039197	ENSMUSG00000039197.11	Adk	ENSG00000156110	ADK	ENSP00000443965	1	ortholog_one2one
ENSMUSG00000038797	ENSMUSG00000038797.14	Zscan2	ENSG00000176371	ZSCAN2	ENSP00000445451	1	ortholog_one2one
ENSMUSG00000041415	ENSMUSG00000041415.12	Dicer1	ENSG00000100697	DICER1	ENSP00000343745	1	ortholog_one2one
ENSMUSG00000028629	ENSMUSG00000028629.10	Exo5	ENSG00000164002	EXO5	ENSP00000413565	1	ortholog_one2one
ENSMUSG00000034839	ENSMUSG00000034839.6	Larp6	ENSG00000166173	LARP6	ENSP00000299213	1	ortholog_one2one
ENSMUSG00000042349	ENSMUSG00000042349.14	Ikbke	ENSG00000263528	IKBKE	ENSP00000464030	1	ortholog_one2one
ENSMUSG00000037953	ENSMUSG00000037953.8	A4gnt	ENSG00000118017	A4GNT	ENSP00000236709	1	ortholog_one2one
ENSMUSG00000064141	ENSMUSG00000064141.15	Zfp69	ENSG00000187815	ZFP69	ENSP00000361791	1	ortholog_one2one
ENSMUSG00000034485	ENSMUSG00000034485.11	Uaca	ENSG00000137831	UACA	ENSP00000314556	1	ortholog_one2one
ENSMUSG00000025722	ENSMUSG00000025722.17	Wdr73	ENSG00000177082	WDR73	ENSP00000387982	1	ortholog_one2one
ENSMUSG00000024960	ENSMUSG00000024960.10	Plcb3	ENSG00000149782	PLCB3	ENSP00000279230	1	ortholog_one2one
ENSMUSG00000032870	ENSMUSG00000032870.9	Smap2	ENSG00000084070	SMAP2	ENSP00000361803	1	ortholog_one2one
ENSMUSG00000022836	ENSMUSG00000022836.12	Mylk	ENSG00000065534	MYLK	ENSP00000353452	1	ortholog_one2one
ENSMUSG00000049148	ENSMUSG00000049148.9	Plcxd3	ENSG00000182836	PLCXD3	ENSP00000367032	1	ortholog_one2one
ENSMUSG00000022181	ENSMUSG00000022181.17	C6	ENSG00000039537	C6	ENSP00000338861	1	ortholog_one2one
ENSMUSG00000025128	ENSMUSG00000025128.8	Bhlhe22	ENSG00000180828	BHLHE22	ENSP00000318799	1	ortholog_one2one
ENSMUSG00000028626	ENSMUSG00000028626.6	Col9a2	ENSG00000049089	COL9A2	ENSP00000361834	1	ortholog_one2one
ENSMUSG00000039519	ENSMUSG00000039519.7	Cyp7b1	ENSG00000172817	CYP7B1	ENSP00000310721	1	ortholog_one2one
ENSMUSG00000034551	ENSMUSG00000034551.13	Hdx	ENSG00000165259	HDX	ENSP00000362272	1	ortholog_one2one
ENSMUSG00000021913	ENSMUSG00000021913.9	Ogdhl	ENSG00000197444	OGDHL	ENSP00000363216	1	ortholog_one2one
ENSMUSG00000028059	ENSMUSG00000028059.17	Arhgef2	ENSG00000116584	ARHGEF2	ENSP00000354837	1	ortholog_one2one
ENSMUSG00000024011	ENSMUSG00000024011.18	Pi16	ENSG00000164530	PI16	ENSP00000362778	1	ortholog_one2one
ENSMUSG00000002900	ENSMUSG00000002900.18	Lamb1	ENSG00000091136	LAMB1	ENSP00000222399	1	ortholog_one2one
ENSMUSG00000026031	ENSMUSG00000026031.16	Cflar	ENSG00000003402	CFLAR	ENSP00000312455	1	ortholog_one2one
ENSMUSG00000043207	ENSMUSG00000043207.11	Zmpste24	ENSG00000084073	ZMPSTE24	ENSP00000361845	1	ortholog_one2one
ENSMUSG00000048424	ENSMUSG00000048424.19	Ranbp3l	ENSG00000164188	RANBP3L	ENSP00000296604	1	ortholog_one2one
ENSMUSG00000043463	ENSMUSG00000043463.7	Rab9b	ENSG00000123570	RAB9B	ENSP00000243298	1	ortholog_one2one
ENSMUSG00000099689	ENSMUSG00000099689.7	Zfp383	ENSG00000188283	ZNF383	ENSP00000507972	1	ortholog_one2one
ENSMUSG00000025723	ENSMUSG00000025723.13	Nmb	ENSG00000197696	NMB	ENSP00000353664	1	ortholog_one2one
ENSMUSG00000059901	ENSMUSG00000059901.13	Adamts14	ENSG00000138316	ADAMTS14	ENSP00000362303	1	ortholog_one2one
ENSMUSG00000022253	ENSMUSG00000022253.18	Nadk2	ENSG00000152620	NADK2	ENSP00000371362	1	ortholog_one2one
ENSMUSG00000078577	ENSMUSG00000078577.4	Tmco2	ENSG00000188800	TMCO2	ENSP00000361852	1	ortholog_one2one
ENSMUSG00000059975	ENSMUSG00000059975.16	Zfp74	ENSG00000196437	ZNF569	ENSP00000325018	1	ortholog_one2one
ENSMUSG00000049878	ENSMUSG00000049878.14	Rlf	ENSG00000117000	RLF	ENSP00000361857	1	ortholog_one2one
ENSMUSG00000054115	ENSMUSG00000054115.13	Skp2	ENSG00000145604	SKP2	ENSP00000274255	1	ortholog_one2one
ENSMUSG00000072473	ENSMUSG00000072473.5	1700024G13Rik	ENSG00000178645	C10orf53	ENSP00000363225	1	ortholog_one2one
ENSMUSG00000025724	ENSMUSG00000025724.13	Sec11a	ENSG00000140612	SEC11A	ENSP00000268220	1	ortholog_one2one
ENSMUSG00000042498	ENSMUSG00000042498.17	Radx	ENSG00000147231	RADX	ENSP00000361628	1	ortholog_one2one
ENSMUSG00000024012	ENSMUSG00000024012.19	Mtch1	ENSG00000137409	MTCH1	ENSP00000362730	1	ortholog_one2one
ENSMUSG00000026029	ENSMUSG00000026029.15	Casp8	ENSG00000064012	CASP8	ENSP00000501268	1	ortholog_one2one
ENSMUSG00000024962	ENSMUSG00000024962.14	Vegfb	ENSG00000173511	VEGFB	ENSP00000311127	1	ortholog_one2one
ENSMUSG00000028525	ENSMUSG00000028525.17	Pde4b	ENSG00000184588	PDE4B	ENSP00000342637	1	ortholog_one2one
ENSMUSG00000035376	ENSMUSG00000035376.11	Hacd2	ENSG00000206527	HACD2	ENSP00000373153	1	ortholog_one2one
ENSMUSG00000077221	ENSMUSG00000077221.3	Snord67	ENSG00000212135	SNORD67	ENST00000390833	1	ortholog_one2one
ENSMUSG00000027636	ENSMUSG00000027636.12	Sla2	ENSG00000101082	SLA2	ENSP00000262866	1	ortholog_one2one
ENSMUSG00000020087	ENSMUSG00000020087.6	Tysnd1	ENSG00000156521	TYSND1	ENSP00000287078	1	ortholog_one2one
ENSMUSG00000022840	ENSMUSG00000022840.10	Adcy5	ENSG00000173175	ADCY5	ENSP00000419361	1	ortholog_one2one
ENSMUSG00000020085	ENSMUSG00000020085.16	Aifm2	ENSG00000042286	AIFM2	ENSP00000312370	1	ortholog_one2one
ENSMUSG00000029685	ENSMUSG00000029685.16	Asb15	ENSG00000146809	ASB15	ENSP00000416433	1	ortholog_one2one
ENSMUSG00000024963	ENSMUSG00000024963.13	Dnajc4	ENSG00000110011	DNAJC4	ENSP00000486499	1	ortholog_one2one
ENSMUSG00000026028	ENSMUSG00000026028.13	Trak2	ENSG00000115993	TRAK2	ENSP00000328875	1	ortholog_one2one
ENSMUSG00000021919	ENSMUSG00000021919.9	Chat	ENSG00000070748	CHAT	ENSP00000337103	1	ortholog_one2one
ENSMUSG00000053985	ENSMUSG00000053985.11	Zfp14	ENSG00000142065	ZFP14	ENSP00000270001	1	ortholog_one2one
ENSMUSG00000029683	ENSMUSG00000029683.8	Lmod2	ENSG00000170807	LMOD2	ENSP00000411932	1	ortholog_one2one
ENSMUSG00000005621	ENSMUSG00000005621.12	Zfp592	ENSG00000166716	ZNF592	ENSP00000452877	1	ortholog_one2one
ENSMUSG00000027249	ENSMUSG00000027249.16	F2	ENSG00000180210	F2	ENSP00000308541	1	ortholog_one2one
ENSMUSG00000037349	ENSMUSG00000037349.10	Nudt22	ENSG00000149761	NUDT22	ENSP00000279206	1	ortholog_one2one
ENSMUSG00000042211	ENSMUSG00000042211.8	Fbxo38	ENSG00000145868	FBXO38	ENSP00000342023	1	ortholog_one2one
ENSMUSG00000048047	ENSMUSG00000048047.4	Zbtb33	ENSG00000177485	ZBTB33	ENSP00000450969	1	ortholog_one2one
ENSMUSG00000034473	ENSMUSG00000034473.15	Sec22a	ENSG00000121542	SEC22A	ENSP00000417972	1	ortholog_one2one
ENSMUSG00000025626	ENSMUSG00000025626.17	Phf6	ENSG00000156531	PHF6	ENSP00000359839	1	ortholog_one2one
ENSMUSG00000038763	ENSMUSG00000038763.13	Alpk3	ENSG00000136383	ALPK3	ENSP00000258888	1	ortholog_one2one
ENSMUSG00000039704	ENSMUSG00000039704.9	Lmbrd2	ENSG00000164187	LMBRD2	ENSP00000296603	1	ortholog_one2one
ENSMUSG00000047656	ENSMUSG00000047656.10	Trpt1	ENSG00000149743	TRPT1	ENSP00000314073	1	ortholog_one2one
ENSMUSG00000022844	ENSMUSG00000022844.9	Pdia5	ENSG00000065485	PDIA5	ENSP00000323313	1	ortholog_one2one
ENSMUSG00000098022	ENSMUSG00000098022.8	Zfp82	ENSG00000181007	ZFP82	ENSP00000431265	1	ortholog_one2one
ENSMUSG00000005804	ENSMUSG00000005804.15	Bloc1s6	ENSG00000104164	BLOC1S6	ENSP00000220531	1	ortholog_one2one
ENSMUSG00000024965	ENSMUSG00000024965.10	Fermt3	ENSG00000149781	FERMT3	ENSP00000339950	1	ortholog_one2one
ENSMUSG00000052133	ENSMUSG00000052133.17	Sema5b	ENSG00000082684	SEMA5B	ENSP00000350215	1	ortholog_one2one
ENSMUSG00000075040	ENSMUSG00000075040.10	Zfp408	ENSG00000175213	ZNF408	ENSP00000309606	1	ortholog_one2one
ENSMUSG00000030204	ENSMUSG00000030204.11	Ddx47	ENSG00000213782	DDX47	ENSP00000350698	1	ortholog_one2one
ENSMUSG00000025726	ENSMUSG00000025726.12	Slc28a1	ENSG00000156222	SLC28A1	ENSP00000378074	1	ortholog_one2one
ENSMUSG00000100241	ENSMUSG00000100241.2	Slc18a3	ENSG00000187714	SLC18A3	ENSP00000363229	1	ortholog_one2one
ENSMUSG00000060201	ENSMUSG00000060201.6	Spink7	ENSG00000145879	SPINK7	ENSP00000274565	1	ortholog_one2one
ENSMUSG00000024966	ENSMUSG00000024966.10	Stip1	ENSG00000168439	STIP1	ENSP00000305958	1	ortholog_one2one
ENSMUSG00000025630	ENSMUSG00000025630.9	Hprt1	ENSG00000165704	HPRT1	ENSP00000298556	1	ortholog_one2one
ENSMUSG00000005803	ENSMUSG00000005803.15	Sqor	ENSG00000137767	SQOR	ENSP00000260324	1	ortholog_one2one
ENSMUSG00000024261	ENSMUSG00000024261.7	Syt4	ENSG00000132872	SYT4	ENSP00000255224	1	ortholog_one2one
ENSMUSG00000064036	ENSMUSG00000064036.16	Mro	ENSG00000134042	MRO	ENSP00000381465	1	ortholog_one2one
ENSMUSG00000020664	ENSMUSG00000020664.11	Dld	ENSG00000091140	DLD	ENSP00000205402	1	ortholog_one2one
ENSMUSG00000076050	ENSMUSG00000076050.3	Mir450b	ENSG00000216001	MIR450B	ENST00000401182	1	ortholog_one2one
ENSMUSG00000065486	ENSMUSG00000065486.3	Mir450-1	ENSG00000199132	MIR450A1	ENST00000362262	1	ortholog_one2one
ENSMUSG00000076399	ENSMUSG00000076399.3	Mir450-2	ENSG00000207755	MIR450A2	ENST00000385022	1	ortholog_one2one
ENSMUSG00000076140	ENSMUSG00000076140.3	Mir542	ENSG00000207784	MIR542	ENST00000385050	1	ortholog_one2one
ENSMUSG00000065418	ENSMUSG00000065418.3	Mir322	ENSG00000284231	MIR424	ENST00000362227	1	ortholog_one2one
ENSMUSG00000036273	ENSMUSG00000036273.16	Lrrk2	ENSG00000188906	LRRK2	ENSP00000298910	1	ortholog_one2one
ENSMUSG00000054051	ENSMUSG00000054051.8	Ercc6	ENSG00000225830	ERCC6	ENSP00000348089	1	ortholog_one2one
ENSMUSG00000051910	ENSMUSG00000051910.14	Sox6	ENSG00000110693	SOX6	ENSP00000507545	1	ortholog_one2one
ENSMUSG00000118668	ENSMUSG00000118668.1	Rps6ka4	ENSG00000162302	RPS6KA4	ENSP00000333896	1	ortholog_one2one
ENSMUSG00000024558	ENSMUSG00000024558.13	Mapk4	ENSG00000141639	MAPK4	ENSP00000383234	1	ortholog_one2one
ENSMUSG00000039652	ENSMUSG00000039652.17	Cpeb3	ENSG00000107864	CPEB3	ENSP00000265997	1	ortholog_one2one
ENSMUSG00000040935	ENSMUSG00000040935.13	Padi6	ENSG00000276747	PADI6	ENSP00000483125	1	ortholog_one2one
ENSMUSG00000001225	ENSMUSG00000001225.13	Slc26a3	ENSG00000091138	SLC26A3	ENSP00000345873	1	ortholog_one2one
ENSMUSG00000065434	ENSMUSG00000065434.3	Mir7-1	ENSG00000284179	MIR7-1	ENST00000384871	1	ortholog_one2one
ENSMUSG00000035367	ENSMUSG00000035367.10	Rmi1	ENSG00000178966	RMI1	ENSP00000402433	1	ortholog_one2one
ENSMUSG00000040631	ENSMUSG00000040631.9	Dok4	ENSG00000125170	DOK4	ENSP00000344277	1	ortholog_one2one
ENSMUSG00000022905	ENSMUSG00000022905.13	Kpna1	ENSG00000114030	KPNA1	ENSP00000343701	1	ortholog_one2one
ENSMUSG00000014245	ENSMUSG00000014245.9	Pigl	ENSG00000108474	PIGL	ENSP00000225609	1	ortholog_one2one
ENSMUSG00000036223	ENSMUSG00000036223.17	Ska1	ENSG00000154839	SKA1	ENSP00000285116	1	ortholog_one2one
ENSMUSG00000076142	ENSMUSG00000076142.3	Mir711	ENSG00000284251	MIR711	ENST00000390201	1	ortholog_one2one
ENSMUSG00000049699	ENSMUSG00000049699.5	Ucn2	ENSG00000145040	UCN2	ENSP00000273610	1	ortholog_one2one
ENSMUSG00000027634	ENSMUSG00000027634.15	Ndrg3	ENSG00000101079	NDRG3	ENSP00000345292	1	ortholog_one2one
ENSMUSG00000021553	ENSMUSG00000021553.15	Slc28a3	ENSG00000197506	SLC28A3	ENSP00000365413	1	ortholog_one2one
ENSMUSG00000037784	ENSMUSG00000037784.15	Dzip1l	ENSG00000158163	DZIP1L	ENSP00000332148	1	ortholog_one2one
ENSMUSG00000020366	ENSMUSG00000020366.19	Mapk9	ENSG00000050748	MAPK9	ENSP00000394560	1	ortholog_one2one
ENSMUSG00000029684	ENSMUSG00000029684.15	Wasl	ENSG00000106299	WASL	ENSP00000223023	1	ortholog_one2one
ENSMUSG00000024013	ENSMUSG00000024013.16	Fgd2	ENSG00000146192	FGD2	ENSP00000274963	1	ortholog_one2one
ENSMUSG00000028651	ENSMUSG00000028651.13	Ppie	ENSG00000084072	PPIE	ENSP00000312769	1	ortholog_one2one
ENSMUSG00000024560	ENSMUSG00000024560.8	Cxxc1	ENSG00000154832	CXXC1	ENSP00000285106	1	ortholog_one2one
ENSMUSG00000036913	ENSMUSG00000036913.16	Trim67	ENSG00000119283	TRIM67	ENSP00000355613	1	ortholog_one2one
ENSMUSG00000041730	ENSMUSG00000041730.15	Drgx	ENSG00000165606	DRGX	ENSP00000363254	1	ortholog_one2one
ENSMUSG00000050148	ENSMUSG00000050148.10	Ubqln2	ENSG00000188021	UBQLN2	ENSP00000345195	1	ortholog_one2one
ENSMUSG00000046093	ENSMUSG00000046093.10	Hpcal4	ENSG00000116983	HPCAL4	ENSP00000361935	1	ortholog_one2one
ENSMUSG00000024270	ENSMUSG00000024270.12	Slc39a6	ENSG00000141424	SLC39A6	ENSP00000269187	1	ortholog_one2one
ENSMUSG00000039219	ENSMUSG00000039219.19	Arid4b	ENSG00000054267	ARID4B	ENSP00000264183	1	ortholog_one2one
ENSMUSG00000026058	ENSMUSG00000026058.12	Khdrbs2	ENSG00000112232	KHDRBS2	ENSP00000281156	1	ortholog_one2one
ENSMUSG00000034379	ENSMUSG00000034379.10	Wdr5b	ENSG00000196981	WDR5B	ENSP00000330381	1	ortholog_one2one
ENSMUSG00000003955	ENSMUSG00000003955.9	Fam162a	ENSG00000114023	FAM162A	ENSP00000419088	1	ortholog_one2one
ENSMUSG00000063415	ENSMUSG00000063415.13	Cyp26b1	ENSG00000003137	CYP26B1	ENSP00000001146	1	ortholog_one2one
ENSMUSG00000054958	ENSMUSG00000054958.7	Nt5c1a	ENSG00000116981	NT5C1A	ENSP00000235628	1	ortholog_one2one
ENSMUSG00000089736	ENSMUSG00000089736.3	Tgfbr3l	ENSG00000260001	TGFBR3L	ENSP00000519206	1	ortholog_one2one
ENSMUSG00000051726	ENSMUSG00000051726.7	Kcnf1	ENSG00000162975	KCNF1	ENSP00000295082	1	ortholog_one2one
ENSMUSG00000007682	ENSMUSG00000007682.9	Dio2	ENSG00000211448	DIO2	ENSP00000405854	1	ortholog_one2one
ENSMUSG00000063605	ENSMUSG00000063605.6	Ccdc102a	ENSG00000135736	CCDC102A	ENSP00000258214	1	ortholog_one2one
ENSMUSG00000075229	ENSMUSG00000075229.12	Mix23	ENSG00000160124	MIX23	ENSP00000291458	1	ortholog_one2one
ENSMUSG00000075707	ENSMUSG00000075707.7	Dio3	ENSG00000197406	DIO3	ENSP00000427336	1	ortholog_one2one
ENSMUSG00000032744	ENSMUSG00000032744.5	Heyl	ENSG00000163909	HEYL	ENSP00000361943	1	ortholog_one2one
ENSMUSG00000020585	ENSMUSG00000020585.6	Laptm4a	ENSG00000068697	LAPTM4A	ENSP00000175091	1	ortholog_one2one
ENSMUSG00000024271	ENSMUSG00000024271.9	Elp2	ENSG00000134759	ELP2	ENSP00000350967	1	ortholog_one2one
ENSMUSG00000026432	ENSMUSG00000026432.8	Avpr1b	ENSG00000198049	AVPR1B	ENSP00000356094	1	ortholog_one2one
ENSMUSG00000031984	ENSMUSG00000031984.9	Fsaf1	ENSG00000143633	FSAF1	ENSP00000355609	1	ortholog_one2one
ENSMUSG00000071540	ENSMUSG00000071540.5	3425401B19Rik	ENSG00000177354	C10orf71	ENSP00000363259	1	ortholog_one2one
ENSMUSG00000028524	ENSMUSG00000028524.22	Sgip1	ENSG00000118473	SGIP1	ENSP00000360076	1	ortholog_one2one
ENSMUSG00000011837	ENSMUSG00000011837.5	Snapc2	ENSG00000104976	SNAPC2	ENSP00000221573	1	ortholog_one2one
ENSMUSG00000026709	ENSMUSG00000026709.11	Dars2	ENSG00000117593	DARS2	ENSP00000497569	1	ortholog_one2one
ENSMUSG00000029680	ENSMUSG00000029680.3	Hyal4	ENSG00000106302	HYAL4	ENSP00000223026	1	ortholog_one2one
ENSMUSG00000090083	ENSMUSG00000090083.12	Rnf8	ENSG00000112130	RNF8	ENSP00000362578	1	ortholog_one2one
ENSMUSG00000040003	ENSMUSG00000040003.19	Magi2	ENSG00000187391	MAGI2	ENSP00000346151	1	ortholog_one2one
ENSMUSG00000048644	ENSMUSG00000048644.9	Ctxn1	ENSG00000178531	CTXN1	ENSP00000313226	1	ortholog_one2one
ENSMUSG00000036591	ENSMUSG00000036591.17	Arhgap21	ENSG00000107863	ARHGAP21	ENSP00000379709	1	ortholog_one2one
ENSMUSG00000061577	ENSMUSG00000061577.13	Adgrg5	ENSG00000159618	ADGRG5	ENSP00000290823	1	ortholog_one2one
ENSMUSG00000041707	ENSMUSG00000041707.9	Tmem273	ENSG00000204161	TMEM273	ENSP00000363268	1	ortholog_one2one
ENSMUSG00000020642	ENSMUSG00000020642.14	Rnf144a	ENSG00000151692	RNF144A	ENSP00000321330	1	ortholog_one2one
ENSMUSG00000048022	ENSMUSG00000048022.12	Tmem229a	ENSG00000234224	TMEM229A	ENSP00000395244	1	ortholog_one2one
ENSMUSG00000029804	ENSMUSG00000029804.18	Herc3	ENSG00000138641	HERC3	ENSP00000385684	1	ortholog_one2one
ENSMUSG00000024019	ENSMUSG00000024019.19	Cmtr1	ENSG00000137200	CMTR1	ENSP00000362550	1	ortholog_one2one
ENSMUSG00000048537	ENSMUSG00000048537.17	Phldb1	ENSG00000019144	PHLDB1	ENSP00000469820	1	ortholog_one2one
ENSMUSG00000050666	ENSMUSG00000050666.15	Vstm4	ENSG00000165633	VSTM4	ENSP00000331062	1	ortholog_one2one
ENSMUSG00000051980	ENSMUSG00000051980.14	Casr	ENSG00000036828	CASR	ENSP00000491584	1	ortholog_one2one
ENSMUSG00000020641	ENSMUSG00000020641.17	Rsad2	ENSG00000134321	RSAD2	ENSP00000371471	1	ortholog_one2one
ENSMUSG00000020086	ENSMUSG00000020086.7	Macroh2a2	ENSG00000099284	MACROH2A2	ENSP00000362352	1	ortholog_one2one
ENSMUSG00000002949	ENSMUSG00000002949.16	Timm44	ENSG00000104980	TIMM44	ENSP00000270538	1	ortholog_one2one
ENSMUSG00000026134	ENSMUSG00000026134.12	Prim2	ENSG00000146143	PRIM2	ENSP00000484105	1	ortholog_one2one
ENSMUSG00000023307	ENSMUSG00000023307.15	Marchf5	ENSG00000198060	MARCHF5	ENSP00000351813	1	ortholog_one2one
ENSMUSG00000019815	ENSMUSG00000019815.8	Zc2hc1b	ENSG00000118491	ZC2HC1B	ENSP00000237275	1	ortholog_one2one
ENSMUSG00000039616	ENSMUSG00000039616.11	Mocos	ENSG00000075643	MOCOS	ENSP00000261326	1	ortholog_one2one
ENSMUSG00000019814	ENSMUSG00000019814.6	Ltv1	ENSG00000135521	LTV1	ENSP00000356548	1	ortholog_one2one
ENSMUSG00000004552	ENSMUSG00000004552.17	Ctse	ENSG00000196188	CTSE	ENSP00000350911	1	ortholog_one2one
ENSMUSG00000056999	ENSMUSG00000056999.17	Ide	ENSG00000119912	IDE	ENSP00000265986	1	ortholog_one2one
ENSMUSG00000062866	ENSMUSG00000062866.17	Phactr2	ENSG00000112419	PHACTR2	ENSP00000417038	1	ortholog_one2one
ENSMUSG00000031985	ENSMUSG00000031985.10	Gnpat	ENSG00000116906	GNPAT	ENSP00000355607	1	ortholog_one2one
ENSMUSG00000051506	ENSMUSG00000051506.18	Wdfy4	ENSG00000128815	WDFY4	ENSP00000320563	1	ortholog_one2one
ENSMUSG00000056214	ENSMUSG00000056214.10	Pard6g	ENSG00000178184	PARD6G	ENSP00000343144	1	ortholog_one2one
ENSMUSG00000039904	ENSMUSG00000039904.10	Gpr37	ENSG00000170775	GPR37	ENSP00000306449	1	ortholog_one2one
ENSMUSG00000053950	ENSMUSG00000053950.11	Adnp2	ENSG00000101544	ADNP2	ENSP00000262198	1	ortholog_one2one
ENSMUSG00000022900	ENSMUSG00000022900.15	Ildr1	ENSG00000145103	ILDR1	ENSP00000345667	1	ortholog_one2one
ENSMUSG00000025584	ENSMUSG00000025584.18	Pde8a	ENSG00000073417	PDE8A	ENSP00000378056	1	ortholog_one2one
ENSMUSG00000055430	ENSMUSG00000055430.5	Nap1l5	ENSG00000177432	NAP1L5	ENSP00000320488	1	ortholog_one2one
ENSMUSG00000033769	ENSMUSG00000033769.17	Exoc6b	ENSG00000144036	EXOC6B	ENSP00000272427	1	ortholog_one2one
ENSMUSG00000024570	ENSMUSG00000024570.8	Rbfa	ENSG00000101546	RBFA	ENSP00000305696	1	ortholog_one2one
ENSMUSG00000020638	ENSMUSG00000020638.9	Cmpk2	ENSG00000134326	CMPK2	ENSP00000256722	1	ortholog_one2one
ENSMUSG00000026605	ENSMUSG00000026605.15	Cenpf	ENSG00000117724	CENPF	ENSP00000355922	1	ortholog_one2one
ENSMUSG00000022575	ENSMUSG00000022575.6	Gsdmd	ENSG00000104518	GSDMD	ENSP00000262580	1	ortholog_one2one
ENSMUSG00000012443	ENSMUSG00000012443.5	Kif11	ENSG00000138160	KIF11	ENSP00000260731	1	ortholog_one2one
ENSMUSG00000024018	ENSMUSG00000024018.19	Ccdc167	ENSG00000198937	CCDC167	ENSP00000362507	1	ortholog_one2one
ENSMUSG00000057130	ENSMUSG00000057130.13	Txnl4a	ENSG00000141759	TXNL4A	ENSP00000269601	1	ortholog_one2one
ENSMUSG00000098678	ENSMUSG00000098678.2	Mroh6	ENSG00000204839	MROH6	ENSP00000381857	1	ortholog_one2one
ENSMUSG00000067889	ENSMUSG00000067889.8	Sptbn2	ENSG00000173898	SPTBN2	ENSP00000432568	1	ortholog_one2one
ENSMUSG00000026027	ENSMUSG00000026027.14	Stradb	ENSG00000082146	STRADB	ENSP00000194530	1	ortholog_one2one
ENSMUSG00000022574	ENSMUSG00000022574.8	Naprt	ENSG00000147813	NAPRT	ENSP00000401508	1	ortholog_one2one
ENSMUSG00000018509	ENSMUSG00000018509.9	Cenpv	ENSG00000166582	CENPV	ENSP00000299736	1	ortholog_one2one
ENSMUSG00000078963	ENSMUSG00000078963.4	Hsbp1l1	ENSG00000226742	HSBP1L1	ENSP00000414236	1	ortholog_one2one
ENSMUSG00000030663	ENSMUSG00000030663.13	1110004F10Rik	ENSG00000110696	C11orf58	ENSP00000228136	1	ortholog_one2one
ENSMUSG00000074030	ENSMUSG00000074030.4	Exoc8	ENSG00000116903	EXOC8	ENSP00000355605	1	ortholog_one2one
ENSMUSG00000031986	ENSMUSG00000031986.7	Sprtn	ENSG00000010072	SPRTN	ENSP00000295050	1	ortholog_one2one
ENSMUSG00000034006	ENSMUSG00000034006.18	Slc66a2	ENSG00000122490	SLC66A2	ENSP00000380880	1	ortholog_one2one
ENSMUSG00000031987	ENSMUSG00000031987.7	Egln1	ENSG00000135766	EGLN1	ENSP00000355601	1	ortholog_one2one
ENSMUSG00000019505	ENSMUSG00000019505.8	Ubb	ENSG00000170315	UBB	ENSP00000304697	1	ortholog_one2one
ENSMUSG00000022899	ENSMUSG00000022899.11	Slc15a2	ENSG00000163406	SLC15A2	ENSP00000417085	1	ortholog_one2one
ENSMUSG00000056820	ENSMUSG00000056820.8	Tsnax	ENSG00000116918	TSNAX	ENSP00000355599	1	ortholog_one2one
ENSMUSG00000043557	ENSMUSG00000043557.17	Mdga1	ENSG00000112139	MDGA1	ENSP00000402584	1	ortholog_one2one
ENSMUSG00000017119	ENSMUSG00000017119.21	Nbr1	ENSG00000188554	NBR1	ENSP00000466667	1	ortholog_one2one
ENSMUSG00000019810	ENSMUSG00000019810.16	Fuca2	ENSG00000001036	FUCA2	ENSP00000002165	1	ortholog_one2one
ENSMUSG00000021036	ENSMUSG00000021036.11	Sptlc2	ENSG00000100596	SPTLC2	ENSP00000216484	1	ortholog_one2one
ENSMUSG00000061787	ENSMUSG00000061787.16	Rps17	ENSG00000182774	RPS17	ENSP00000498019	1	ortholog_one2one
ENSMUSG00000031785	ENSMUSG00000031785.17	Adgrg1	ENSG00000205336	ADGRG1	ENSP00000455351	1	ortholog_one2one
ENSMUSG00000103906	ENSMUSG00000103906.2	Tigd5	ENSG00000179886	TIGD5	ENSP00000421489	1	ortholog_one2one
ENSMUSG00000052676	ENSMUSG00000052676.17	Zmat1	ENSG00000166432	ZMAT1	ENSP00000498446	1	ortholog_one2one
